ano_eleicao;sigla_uf;numero_zona;sigla_partido;numero_cand;desc_APTO_INAPTO;desc_Eleito_Neleito;total_votos;
2016;AC;8;PSB;40;APTO;ELEITO;3852;
2016;AC;8;PP;11;APTO;NAOELEITO;1545;
2016;AC;8;PDT;12;APTO;NAOELEITO;886;
2016;AC;8;PSDB;45;APTO;NAOELEITO;627;
2016;AC;8;PRB;10;APTO;NAOELEITO;259;
2016;AC;6;PSDB;45;APTO;ELEITO;2324;
2016;AC;6;PCDOB;65;APTO;NAOELEITO;1342;
2016;AC;6;DEM;25;APTO;NAOELEITO;753;
2016;AC;6;PT;13;APTO;ELEITO;6819;
2016;AC;6;PSDB;45;APTO;NAOELEITO;6013;
2016;AC;9;PCDOB;65;APTO;ELEITO;1853;
2016;AC;9;PP;11;APTO;NAOELEITO;1468;
2016;AC;9;PT;13;APTO;NAOELEITO;1145;
2016;AC;9;PMDB;15;APTO;NAOELEITO;1038;
2016;AC;9;PSB;40;APTO;NAOELEITO;700;
2016;AC;8;PP;11;APTO;ELEITO;2198;
2016;AC;8;DEM;25;APTO;NAOELEITO;1898;
2016;AC;8;PR;22;APTO;NAOELEITO;880;
2016;AC;8;PT;13;APTO;NAOELEITO;678;
2016;AC;8;PSB;40;APTO;NAOELEITO;501;
2016;AC;4;PMDB;15;APTO;ELEITO;18119;
2016;AC;4;PSB;40;APTO;NAOELEITO;11466;
2016;AC;4;PSDB;45;APTO;NAOELEITO;9292;
2016;AC;6;PSB;40;APTO;ELEITO;4068;
2016;AC;6;PT;13;APTO;NAOELEITO;3026;
2016;AC;6;PSD;55;APTO;NAOELEITO;1549;
2016;AC;7;PP;11;APTO;ELEITO;6558;
2016;AC;7;PT;13;APTO;NAOELEITO;4532;
2016;AC;7;PMDB;15;APTO;NAOELEITO;2875;
2016;AC;5;PCDOB;65;APTO;ELEITO;2012;
2016;AC;5;PMDB;15;APTO;NAOELEITO;881;
2016;AC;5;PSDB;45;APTO;NAOELEITO;753;
2016;AC;4;PT;13;APTO;ELEITO;5390;
2016;AC;4;PP;11;APTO;NAOELEITO;4024;
2016;AC;4;PEN;51;APTO;NAOELEITO;152;
2016;AC;3;PMDB;15;APTO;ELEITO;2167;
2016;AC;3;PT;13;APTO;NAOELEITO;1707;
2016;AC;3;PSD;55;APTO;NAOELEITO;978;
2016;AC;3;PSDC;27;APTO;NAOELEITO;100;
2016;AC;4;PMDB;15;APTO;ELEITO;4094;
2016;AC;4;PT;13;APTO;NAOELEITO;3150;
2016;AC;8;PSDB;45;APTO;ELEITO;4864;
2016;AC;8;PCDOB;65;APTO;NAOELEITO;2953;
2016;AC;8;PR;22;APTO;NAOELEITO;2247;
2016;AC;8;PMN;33;APTO;NAOELEITO;116;
2016;AC;10;PROS;90;APTO;ELEITO;4442;
2016;AC;10;PP;11;APTO;NAOELEITO;3227;
2016;AC;10;PT;13;APTO;NAOELEITO;1154;
2016;AC;10;PMDB;15;APTO;NAOELEITO;970;
2016;AC;4;PMDB;15;APTO;ELEITO;3091;
2016;AC;4;PT;13;APTO;NAOELEITO;1502;
2016;AC;9;PT;13;APTO;ELEITO;39664;
2016;AC;10;PT;13;APTO;ELEITO;33062;
2016;AC;1;PT;13;APTO;ELEITO;31585;
2016;AC;9;PMDB;15;APTO;NAOELEITO;21327;
2016;AC;10;PMDB;15;APTO;NAOELEITO;20185;
2016;AC;1;PMDB;15;APTO;NAOELEITO;19359;
2016;AC;9;REDE;18;APTO;NAOELEITO;6032;
2016;AC;10;REDE;18;APTO;NAOELEITO;5726;
2016;AC;9;PR;22;APTO;NAOELEITO;4960;
2016;AC;1;REDE;18;APTO;NAOELEITO;3977;
2016;AC;10;PR;22;APTO;NAOELEITO;2180;
2016;AC;1;PR;22;APTO;NAOELEITO;2062;
2016;AC;4;PMDB;15;APTO;ELEITO;5007;
2016;AC;4;PROS;90;APTO;NAOELEITO;3163;
2016;AC;4;PSOL;50;APTO;NAOELEITO;348;
2016;AC;3;PRP;44;APTO;ELEITO;1101;
2016;AC;3;PT;13;APTO;NAOELEITO;731;
2016;AC;3;PSD;55;APTO;NAOELEITO;358;
2016;AC;3;PP;11;APTO;NAOELEITO;193;
2016;AC;3;PR;22;APTO;NAOELEITO;36;
2016;AC;8;PSD;55;APTO;ELEITO;4533;
2016;AC;8;PSDB;45;APTO;NAOELEITO;4163;
2016;AC;8;PP;11;APTO;NAOELEITO;3313;
2016;AC;8;PRB;10;APTO;NAOELEITO;1993;
2016;AC;3;PMDB;15;APTO;ELEITO;7889;
2016;AC;3;PSDB;45;APTO;NAOELEITO;6986;
2016;AC;3;PSB;40;APTO;NAOELEITO;4623;
2016;AC;3;DEM;25;APTO;NAOELEITO;911;
2016;AC;5;PSD;55;APTO;ELEITO;8589;
2016;AC;5;PT;13;APTO;NAOELEITO;7572;
2016;AC;5;PR;22;APTO;NAOELEITO;1742;
2016;AC;2;PT;13;APTO;ELEITO;3854;
2016;AC;2;DEM;25;APTO;NAOELEITO;3061;
2016;AC;2;PMDB;15;APTO;NAOELEITO;1862;
2016;AC;2;PROS;90;APTO;NAOELEITO;535;
2012;AC;8;DEM;25;APTO;ELEITO;2521;
2012;AC;8;PT;13;APTO;NAOELEITO;2334;
2012;AC;8;PTN;19;APTO;NAOELEITO;1307;
2012;AC;8;PP;11;APTO;NAOELEITO;704;
2012;AC;8;PSD;55;APTO;NAOELEITO;382;
2012;AC;6;PSDB;45;APTO;ELEITO;2527;
2012;AC;6;PT;13;APTO;NAOELEITO;1723;
2012;AC;6;PMDB;15;APTO;ELEITO;6090;
2012;AC;6;PT;13;APTO;NAOELEITO;5561;
2012;AC;6;PSDB;45;APTO;NAOELEITO;845;
2012;AC;6;PSDC;27;APTO;NAOELEITO;420;
2012;AC;9;PT;13;APTO;ELEITO;2005;
2012;AC;9;PP;11;APTO;NAOELEITO;1478;
2012;AC;9;PSB;40;APTO;NAOELEITO;1347;
2012;AC;9;PSC;20;APTO;NAOELEITO;492;
2012;AC;9;PSDB;45;APTO;NAOELEITO;356;
2012;AC;8;PCDOB;65;APTO;ELEITO;2007;
2012;AC;8;PP;11;APTO;NAOELEITO;1401;
2012;AC;8;PTB;14;APTO;NAOELEITO;1154;
2012;AC;8;PSDB;45;APTO;NAOELEITO;1058;
2012;AC;8;PMN;33;APTO;NAOELEITO;162;
2012;AC;4;PMDB;15;APTO;ELEITO;18840;
2012;AC;4;PV;43;APTO;NAOELEITO;16658;
2012;AC;6;PSDB;45;APTO;ELEITO;3180;
2012;AC;6;PT;13;APTO;NAOELEITO;2373;
2012;AC;6;PSB;40;APTO;NAOELEITO;2016;
2012;AC;6;PSD;55;APTO;NAOELEITO;359;
2012;AC;7;PT;13;APTO;ELEITO;5993;
2012;AC;7;PP;11;APTO;NAOELEITO;3435;
2012;AC;7;PSDB;45;APTO;NAOELEITO;3368;
2012;AC;7;PV;43;APTO;NAOELEITO;471;
2012;AC;5;PCDOB;65;APTO;ELEITO;1585;
2012;AC;5;PMDB;15;APTO;NAOELEITO;1178;
2012;AC;5;PSDB;45;APTO;NAOELEITO;492;
2012;AC;4;PMDB;15;APTO;ELEITO;3149;
2012;AC;4;PT;13;APTO;NAOELEITO;3104;
2012;AC;4;PP;11;APTO;NAOELEITO;2185;
2012;AC;3;DEM;25;APTO;ELEITO;1876;
2012;AC;3;PSB;40;APTO;NAOELEITO;1547;
2012;AC;3;PRP;44;APTO;NAOELEITO;1230;
2012;AC;4;PT;13;APTO;ELEITO;4095;
2012;AC;4;PSDB;45;APTO;NAOELEITO;2062;
2012;AC;4;PPS;23;APTO;NAOELEITO;563;
2012;AC;8;PSB;40;APTO;ELEITO;5772;
2012;AC;8;PSDB;45;APTO;NAOELEITO;4338;
2012;AC;10;PSDB;45;APTO;ELEITO;4698;
2012;AC;10;PT;13;APTO;NAOELEITO;3084;
2012;AC;10;PMDB;15;APTO;NAOELEITO;1760;
2012;AC;4;PMDB;15;APTO;ELEITO;2818;
2012;AC;4;PT;13;APTO;NAOELEITO;1628;
2012;AC;9;PMDB;15;APTO;NAOELEITO;2893;
2012;AC;1;PMDB;15;APTO;NAOELEITO;2721;
2012;AC;10;PMDB;15;APTO;NAOELEITO;2719;
2012;AC;9;PSC;20;APTO;NAOELEITO;1227;
2012;AC;1;PSC;20;APTO;NAOELEITO;1206;
2012;AC;10;PSC;20;APTO;NAOELEITO;957;
2012;AC;9;PMN;33;APTO;NAOELEITO;404;
2012;AC;9;PSOL;50;APTO;NAOELEITO;397;
2012;AC;10;PMN;33;APTO;NAOELEITO;366;
2012;AC;10;PSOL;50;APTO;NAOELEITO;343;
2012;AC;1;PMN;33;APTO;NAOELEITO;330;
2012;AC;1;PSOL;50;APTO;NAOELEITO;306;
2012;AC;4;PT;13;APTO;ELEITO;2529;
2012;AC;4;PMDB;15;APTO;NAOELEITO;2220;
2012;AC;4;PP;11;APTO;NAOELEITO;0;
2012;AC;3;PSDB;45;APTO;ELEITO;1088;
2012;AC;3;PT;13;APTO;NAOELEITO;1005;
2012;AC;8;PSDB;45;APTO;ELEITO;6191;
2012;AC;8;PT;13;APTO;NAOELEITO;5365;
2012;AC;8;PMN;33;APTO;NAOELEITO;1861;
2012;AC;3;PR;22;APTO;ELEITO;9413;
2012;AC;3;PSDB;45;APTO;NAOELEITO;6817;
2012;AC;3;PMDB;15;APTO;NAOELEITO;3104;
2012;AC;5;PT;13;APTO;ELEITO;8299;
2012;AC;5;PSD;55;APTO;NAOELEITO;7890;
2012;AC;2;PSDB;45;APTO;ELEITO;4203;
2012;AC;2;PT;13;APTO;NAOELEITO;3610;
2012;AC;2;PSB;40;APTO;NAOELEITO;783;
2012;AC;2;PV;43;APTO;NAOELEITO;171;
2008;AC;8;PP;11;APTO;ELEITO;3507;
2008;AC;8;PSB;40;APTO;NAOELEITO;3433;
2008;AC;8;PMDB;15;APTO;NAOELEITO;280;
2008;AC;6;PT;13;APTO;ELEITO;1798;
2008;AC;6;PSDB;45;APTO;NAOELEITO;1271;
2008;AC;6;PT;13;APTO;ELEITO;7345;
2008;AC;6;PMDB;15;APTO;NAOELEITO;3520;
2008;AC;6;PSOL;50;APTO;NAOELEITO;365;
2008;AC;9;PMDB;15;APTO;ELEITO;2894;
2008;AC;9;PT;13;APTO;NAOELEITO;2546;
2008;AC;8;PT;13;APTO;ELEITO;2947;
2008;AC;8;PMDB;15;APTO;NAOELEITO;2000;
2008;AC;4;PMDB;15;APTO;ELEITO;15412;
2008;AC;4;PP;11;APTO;NAOELEITO;12957;
2008;AC;4;PTB;14;APTO;NAOELEITO;2759;
2008;AC;4;PPS;23;APTO;NAOELEITO;1074;
2008;AC;6;PSB;40;APTO;ELEITO;2424;
2008;AC;6;PTC;36;APTO;NAOELEITO;1971;
2008;AC;6;PT;13;APTO;NAOELEITO;1881;
2008;AC;6;PSDB;45;APTO;NAOELEITO;767;
2008;AC;7;PSDB;45;APTO;ELEITO;5788;
2008;AC;7;PT;13;APTO;ELEITO;5746;
2008;AC;7;PSDB;45;APTO;NAOELEITO;5655;
2008;AC;7;PT;13;APTO;NAOELEITO;4820;
2008;AC;5;PT;13;APTO;ELEITO;1674;
2008;AC;5;PMDB;15;APTO;NAOELEITO;1093;
2008;AC;4;PMDB;15;APTO;ELEITO;4873;
2008;AC;4;PP;11;APTO;NAOELEITO;2492;
2008;AC;4;PSDB;45;APTO;NAOELEITO;269;
2008;AC;3;PP;11;APTO;ELEITO;1349;
2008;AC;3;PT;13;APTO;NAOELEITO;1160;
2008;AC;3;DEM;25;APTO;NAOELEITO;973;
2008;AC;3;PSOL;50;APTO;NAOELEITO;175;
2008;AC;4;PMDB;15;APTO;ELEITO;3009;
2008;AC;4;PT;13;APTO;NAOELEITO;2478;
2008;AC;8;PT;13;APTO;ELEITO;4361;
2008;AC;8;PMN;33;APTO;NAOELEITO;4289;
2008;AC;8;PP;11;APTO;NAOELEITO;629;
2008;AC;10;PT;13;APTO;ELEITO;2408;
2008;AC;10;PSOL;50;APTO;NAOELEITO;2288;
2008;AC;10;PP;11;APTO;NAOELEITO;1497;
2008;AC;10;PMDB;15;APTO;NAOELEITO;937;
2008;AC;10;PSL;17;APTO;NAOELEITO;595;
2008;AC;10;PTC;36;APTO;NAOELEITO;114;
2008;AC;4;PT;13;APTO;ELEITO;1869;
2008;AC;4;PMDB;15;APTO;NAOELEITO;1785;
2008;AC;4;PSOL;50;APTO;NAOELEITO;215;
2008;AC;9;PT;13;APTO;ELEITO;30604;
2008;AC;10;PT;13;APTO;ELEITO;25709;
2008;AC;1;PT;13;APTO;ELEITO;23709;
2008;AC;1;PMN;33;APTO;NAOELEITO;15985;
2008;AC;9;PMN;33;APTO;NAOELEITO;13096;
2008;AC;9;PSDB;45;APTO;NAOELEITO;12495;
2008;AC;10;PSDB;45;APTO;NAOELEITO;11566;
2008;AC;10;PMN;33;APTO;NAOELEITO;11223;
2008;AC;1;PSDB;45;APTO;NAOELEITO;11116;
2008;AC;10;PSOL;50;APTO;NAOELEITO;711;
2008;AC;9;PSOL;50;APTO;NAOELEITO;655;
2008;AC;1;PSOL;50;APTO;NAOELEITO;580;
2008;AC;4;PT;13;APTO;ELEITO;2280;
2008;AC;4;PP;11;APTO;NAOELEITO;2110;
2008;AC;4;PMDB;15;APTO;NAOELEITO;1978;
2008;AC;3;PT;13;APTO;ELEITO;671;
2008;AC;3;PPS;23;APTO;NAOELEITO;505;
2008;AC;3;PR;22;APTO;NAOELEITO;251;
2008;AC;8;PSDB;45;APTO;ELEITO;7031;
2008;AC;8;PR;22;APTO;NAOELEITO;4607;
2008;AC;3;PR;22;APTO;ELEITO;9555;
2008;AC;3;PSDB;45;APTO;NAOELEITO;8229;
2008;AC;5;PP;11;APTO;ELEITO;7351;
2008;AC;5;PCDOB;65;APTO;NAOELEITO;7038;
2008;AC;2;PT;13;APTO;ELEITO;2977;
2008;AC;2;PSDB;45;APTO;NAOELEITO;2405;
2008;AC;2;PSB;40;APTO;NAOELEITO;1667;
2008;AC;2;PPS;23;APTO;NAOELEITO;1030;
2004;AC;8;PSDB;45;INAPTO;ELEITO;2173;
2004;AC;8;PTB;14;INAPTO;NAOELEITO;2060;
2004;AC;8;PT;13;INAPTO;NAOELEITO;1090;
2004;AC;6;PT;13;INAPTO;ELEITO;1675;
2004;AC;6;PPS;23;INAPTO;NAOELEITO;1369;
2004;AC;6;PT;13;INAPTO;ELEITO;5592;
2004;AC;6;PMDB;15;INAPTO;NAOELEITO;4339;
2004;AC;9;PT;13;INAPTO;ELEITO;1794;
2004;AC;9;PMDB;15;INAPTO;NAOELEITO;1194;
2004;AC;9;PSDC;27;INAPTO;NAOELEITO;939;
2004;AC;8;PTB;14;INAPTO;ELEITO;1155;
2004;AC;8;PCDOB;65;INAPTO;NAOELEITO;975;
2004;AC;8;PPS;23;INAPTO;NAOELEITO;879;
2004;AC;8;PSDB;45;INAPTO;NAOELEITO;634;
2004;AC;4;PTB;14;INAPTO;ELEITO;20120;
2004;AC;4;PT;13;INAPTO;NAOELEITO;9048;
2004;AC;6;PSB;40;INAPTO;ELEITO;2844;
2004;AC;6;PDT;12;INAPTO;NAOELEITO;1768;
2004;AC;6;PSDB;45;INAPTO;NAOELEITO;1029;
2004;AC;7;PT;13;INAPTO;ELEITO;5337;
2004;AC;7;PSDB;45;INAPTO;NAOELEITO;5080;
2004;AC;5;PT;13;INAPTO;ELEITO;1345;
2004;AC;5;PMDB;15;INAPTO;NAOELEITO;988;
2004;AC;5;PP;11;INAPTO;NAOELEITO;47;
2004;AC;4;PL;22;INAPTO;ELEITO;2327;
2004;AC;4;PMDB;15;INAPTO;NAOELEITO;1900;
2004;AC;4;PCDOB;65;INAPTO;NAOELEITO;1881;
2004;AC;3;PSDC;27;INAPTO;ELEITO;2173;
2004;AC;3;PT;13;INAPTO;NAOELEITO;969;
2004;AC;4;PT;13;INAPTO;ELEITO;2782;
2004;AC;4;PMDB;15;INAPTO;NAOELEITO;1680;
2004;AC;8;PT;13;INAPTO;ELEITO;2199;
2004;AC;8;PL;22;INAPTO;NAOELEITO;1978;
2004;AC;8;PMN;33;INAPTO;NAOELEITO;1533;
2004;AC;8;PSB;40;INAPTO;NAOELEITO;1413;
2004;AC;8;PFL;25;INAPTO;NAOELEITO;1005;
2004;AC;10;PPS;23;INAPTO;ELEITO;2095;
2004;AC;10;PT;13;INAPTO;NAOELEITO;1394;
2004;AC;10;PL;22;INAPTO;NAOELEITO;1242;
2004;AC;10;PSB;40;INAPTO;NAOELEITO;486;
2004;AC;10;PDT;12;INAPTO;NAOELEITO;165;
2004;AC;4;PT;13;INAPTO;ELEITO;1746;
2004;AC;4;PMDB;15;INAPTO;NAOELEITO;1660;
2004;AC;1;PT;13;INAPTO;ELEITO;24526;
2004;AC;9;PT;13;INAPTO;ELEITO;24324;
2004;AC;10;PT;13;INAPTO;ELEITO;20882;
2004;AC;9;PPS;23;INAPTO;NAOELEITO;20384;
2004;AC;1;PPS;23;INAPTO;NAOELEITO;20027;
2004;AC;10;PPS;23;INAPTO;NAOELEITO;18378;
2004;AC;1;PP;11;INAPTO;NAOELEITO;4733;
2004;AC;9;PP;11;INAPTO;NAOELEITO;4170;
2004;AC;10;PP;11;INAPTO;NAOELEITO;3453;
2004;AC;4;PP;11;INAPTO;ELEITO;3277;
2004;AC;4;PT;13;INAPTO;NAOELEITO;1638;
2004;AC;3;PT;13;INAPTO;ELEITO;647;
2004;AC;3;PCDOB;65;INAPTO;NAOELEITO;430;
2004;AC;8;PPS;23;INAPTO;ELEITO;5184;
2004;AC;8;PT;13;INAPTO;NAOELEITO;4429;
2004;AC;3;PL;22;INAPTO;ELEITO;4355;
2004;AC;3;PFL;25;INAPTO;NAOELEITO;4081;
2004;AC;3;PMN;33;INAPTO;NAOELEITO;3683;
2004;AC;3;PP;11;INAPTO;NAOELEITO;2250;
2004;AC;5;PSDB;45;INAPTO;ELEITO;3859;
2004;AC;5;PCDOB;65;INAPTO;NAOELEITO;3401;
2004;AC;5;PTB;14;INAPTO;NAOELEITO;2757;
2004;AC;5;PMDB;15;INAPTO;NAOELEITO;2575;
2004;AC;2;PMDB;15;INAPTO;ELEITO;3520;
2004;AC;2;PT;13;INAPTO;NAOELEITO;3367;
2000;AC;8;PSDB;45;INAPTO;ELEITO;2394;
2000;AC;8;PFL;25;INAPTO;NAOELEITO;1663;
2000;AC;6;PT;13;INAPTO;ELEITO;1345;
2000;AC;6;PPB;11;INAPTO;NAOELEITO;952;
2000;AC;6;PT;13;INAPTO;ELEITO;3864;
2000;AC;6;PMDB;15;INAPTO;NAOELEITO;3663;
2000;AC;6;PMN;33;INAPTO;NAOELEITO;1235;
2000;AC;9;PMDB;15;INAPTO;ELEITO;1415;
2000;AC;9;PT;13;INAPTO;NAOELEITO;959;
2000;AC;9;PDT;12;INAPTO;NAOELEITO;226;
2000;AC;8;PSDB;45;INAPTO;ELEITO;1434;
2000;AC;8;PMN;33;INAPTO;NAOELEITO;896;
2000;AC;4;PPB;11;INAPTO;ELEITO;9422;
2000;AC;4;PMDB;15;INAPTO;NAOELEITO;7862;
2000;AC;4;PSDB;45;INAPTO;NAOELEITO;6487;
2000;AC;4;PMN;33;INAPTO;NAOELEITO;892;
2000;AC;6;PPB;11;INAPTO;ELEITO;2313;
2000;AC;6;PPS;23;INAPTO;NAOELEITO;1100;
2000;AC;6;PDT;12;INAPTO;NAOELEITO;907;
2000;AC;7;PT;13;INAPTO;ELEITO;5423;
2000;AC;7;PFL;25;INAPTO;NAOELEITO;3147;
2000;AC;5;PPB;11;INAPTO;ELEITO;1078;
2000;AC;5;PT;13;INAPTO;NAOELEITO;818;
2000;AC;4;PPB;11;INAPTO;ELEITO;3348;
2000;AC;4;PMDB;15;INAPTO;NAOELEITO;1895;
2000;AC;3;PT;13;INAPTO;ELEITO;1339;
2000;AC;3;PMDB;15;INAPTO;NAOELEITO;1172;
2000;AC;4;PMDB;15;INAPTO;ELEITO;2101;
2000;AC;4;PSDB;45;INAPTO;NAOELEITO;1026;
2000;AC;8;PSDB;45;INAPTO;ELEITO;4218;
2000;AC;8;PFL;25;INAPTO;NAOELEITO;2456;
2000;AC;10;PMDB;15;INAPTO;ELEITO;3255;
2000;AC;10;PPS;23;INAPTO;NAOELEITO;1677;
2000;AC;4;PMDB;15;INAPTO;ELEITO;1418;
2000;AC;4;PSDB;45;INAPTO;NAOELEITO;1218;
2000;AC;1;PMDB;15;INAPTO;ELEITO;20482;
2000;AC;1;PT;13;INAPTO;NAOELEITO;19796;
2000;AC;9;PMDB;15;INAPTO;ELEITO;18255;
2000;AC;9;PT;13;INAPTO;NAOELEITO;17571;
2000;AC;10;PMDB;15;INAPTO;ELEITO;16253;
2000;AC;10;PT;13;INAPTO;NAOELEITO;14172;
2000;AC;1;PTB;14;INAPTO;NAOELEITO;3538;
2000;AC;9;PTB;14;INAPTO;NAOELEITO;2481;
2000;AC;10;PTB;14;INAPTO;NAOELEITO;1984;
2000;AC;9;PRTB;28;INAPTO;NAOELEITO;190;
2000;AC;1;PRTB;28;INAPTO;NAOELEITO;177;
2000;AC;10;PRTB;28;INAPTO;NAOELEITO;121;
2000;AC;4;PPB;11;INAPTO;ELEITO;1706;
2000;AC;4;PMDB;15;INAPTO;NAOELEITO;1308;
2000;AC;4;PFL;25;INAPTO;NAOELEITO;689;
2000;AC;3;PT;13;INAPTO;ELEITO;383;
2000;AC;3;PPB;11;INAPTO;NAOELEITO;258;
2000;AC;8;PFL;25;INAPTO;ELEITO;4316;
2000;AC;8;PT;13;INAPTO;NAOELEITO;4248;
2000;AC;3;PFL;25;INAPTO;ELEITO;7175;
2000;AC;3;PPS;23;INAPTO;NAOELEITO;4744;
2000;AC;3;PRTB;28;INAPTO;NAOELEITO;602;
2000;AC;5;PT;13;INAPTO;ELEITO;5991;
2000;AC;5;PCDOB;65;INAPTO;NAOELEITO;4564;
2000;AC;2;PT;13;INAPTO;ELEITO;4087;
2000;AC;2;PFL;25;INAPTO;NAOELEITO;2342;
1996;AC;1;PMDB;15;INAPTO;ELEITO;1089;
1996;AC;1;PPB;11;INAPTO;NAOELEITO;1028;
1996;AC;1;PT;13;INAPTO;NAOELEITO;601;
1996;AC;1;PPB;11;INAPTO;ELEITO;704;
1996;AC;1;PFL;25;INAPTO;NAOELEITO;640;
1996;AC;1;PT;13;INAPTO;NAOELEITO;221;
1996;AC;1;PFL;25;INAPTO;ELEITO;1168;
1996;AC;1;PMDB;15;INAPTO;NAOELEITO;1094;
1996;AC;1;PMN;33;INAPTO;NAOELEITO;990;
1996;AC;1;PT;13;INAPTO;NAOELEITO;736;
1996;AC;1;PDT;12;INAPTO;NAOELEITO;152;
1996;AC;1;PMDB;15;INAPTO;ELEITO;45113;
1996;AC;1;PT;13;INAPTO;NAOELEITO;41503;
1996;AC;1;PPB;11;INAPTO;NAOELEITO;5500;
1996;AC;1;PMN;33;INAPTO;NAOELEITO;2294;
1996;AC;1;PCDOB;65;INAPTO;NAOELEITO;975;
1996;AC;1;PSDB;45;INAPTO;NAOELEITO;401;
1996;AC;1;PTB;14;INAPTO;NAOELEITO;335;
1996;AC;1;PTDOB;70;INAPTO;NAOELEITO;277;
2016;SP;157;DEM;25;APTO;ELEITO;15231;
2016;SP;157;PTB;14;APTO;NAOELEITO;3464;
2016;SP;64;PSDB;45;APTO;ELEITO;2171;
2016;SP;64;DEM;25;APTO;NAOELEITO;1040;
2016;SP;64;PMDB;15;APTO;NAOELEITO;360;
2016;SP;334;PSDB;45;APTO;ELEITO;13343;
2016;SP;334;PPS;23;APTO;NAOELEITO;4006;
2016;SP;122;DEM;25;APTO;ELEITO;2138;
2016;SP;122;PSDB;45;APTO;NAOELEITO;1739;
2016;SP;122;PV;43;APTO;NAOELEITO;678;
2016;SP;134;PDT;12;APTO;ELEITO;4992;
2016;SP;134;PPS;23;APTO;NAOELEITO;2913;
2016;SP;134;REDE;18;APTO;NAOELEITO;1547;
2016;SP;134;DEM;25;APTO;NAOELEITO;951;
2016;SP;134;PT;13;APTO;NAOELEITO;211;
2016;SP;205;PRB;10;APTO;ELEITO;1974;
2016;SP;205;PSD;55;APTO;NAOELEITO;1160;
2016;SP;205;PV;43;APTO;NAOELEITO;729;
2016;SP;130;PSDB;45;APTO;ELEITO;1290;
2016;SP;130;DEM;25;APTO;NAOELEITO;1099;
2016;SP;130;PV;43;APTO;NAOELEITO;374;
2016;SP;130;PCDOB;65;APTO;NAOELEITO;133;
2016;SP;7;PRB;10;APTO;ELEITO;15380;
2016;SP;7;PMDB;15;APTO;NAOELEITO;0;
2016;SP;52;PSDB;45;APTO;ELEITO;1959;
2016;SP;52;PV;43;APTO;NAOELEITO;1865;
2016;SP;182;PSD;55;APTO;ELEITO;1664;
2016;SP;182;PMDB;15;APTO;NAOELEITO;1566;
2016;SP;80;PR;22;APTO;ELEITO;1561;
2016;SP;80;DEM;25;APTO;NAOELEITO;1101;
2016;SP;202;PSD;55;APTO;ELEITO;6324;
2016;SP;202;PSDB;45;APTO;NAOELEITO;3267;
2016;SP;202;PSOL;50;APTO;NAOELEITO;138;
2016;SP;289;PV;43;APTO;ELEITO;2010;
2016;SP;131;PPS;23;APTO;ELEITO;5662;
2016;SP;131;PSDB;45;APTO;NAOELEITO;3032;
2016;SP;131;PR;22;APTO;NAOELEITO;2999;
2016;SP;147;PMDB;15;APTO;ELEITO;1946;
2016;SP;147;DEM;25;APTO;NAOELEITO;1737;
2016;SP;182;PSDB;45;APTO;ELEITO;5788;
2016;SP;182;PV;43;APTO;NAOELEITO;5225;
2016;SP;182;PRB;10;APTO;NAOELEITO;1525;
2016;SP;47;PP;11;APTO;ELEITO;1337;
2016;SP;47;PSDB;45;APTO;NAOELEITO;673;
2016;SP;47;PV;43;APTO;NAOELEITO;628;
2016;SP;47;PP;11;APTO;ELEITO;1305;
2016;SP;47;PPS;23;APTO;NAOELEITO;724;
2016;SP;47;PT;13;INAPTO;NAOELEITO;0;
2016;SP;384;PMDB;15;APTO;ELEITO;44297;
2016;SP;158;PMDB;15;APTO;ELEITO;40582;
2016;SP;384;PDT;12;APTO;NAOELEITO;14645;
2016;SP;158;PDT;12;APTO;NAOELEITO;10781;
2016;SP;384;PSD;55;APTO;NAOELEITO;2687;
2016;SP;158;PSD;55;APTO;NAOELEITO;1474;
2016;SP;158;REDE;18;APTO;NAOELEITO;1264;
2016;SP;384;REDE;18;APTO;NAOELEITO;1002;
2016;SP;239;PSDB;45;APTO;ELEITO;13638;
2016;SP;239;PMDB;15;APTO;NAOELEITO;4598;
2016;SP;138;PPS;23;APTO;ELEITO;2596;
2016;SP;138;PEN;51;APTO;NAOELEITO;1459;
2016;SP;8;PSDB;45;APTO;ELEITO;11549;
2016;SP;8;PMDB;15;APTO;NAOELEITO;10433;
2016;SP;8;DEM;25;APTO;NAOELEITO;5590;
2016;SP;8;PTB;14;APTO;NAOELEITO;4563;
2016;SP;8;PT;13;APTO;NAOELEITO;2057;
2016;SP;245;PMDB;15;APTO;ELEITO;1968;
2016;SP;245;PSDB;45;APTO;NAOELEITO;1664;
2016;SP;9;PCDOB;65;APTO;ELEITO;14148;
2016;SP;9;DEM;25;APTO;NAOELEITO;12191;
2016;SP;9;PMDB;15;APTO;NAOELEITO;5023;
2016;SP;215;PMDB;15;APTO;ELEITO;9731;
2016;SP;215;PSDB;45;APTO;NAOELEITO;2394;
2016;SP;215;PSB;40;APTO;NAOELEITO;1628;
2016;SP;41;PSD;55;APTO;ELEITO;2785;
2016;SP;41;PMDB;15;INAPTO;NAOELEITO;0;
2016;SP;182;PSD;55;APTO;ELEITO;1265;
2016;SP;182;PMDB;15;APTO;NAOELEITO;1047;
2016;SP;182;PSDB;45;APTO;NAOELEITO;644;
